date,headline,summary
2025-04-25,Traders eye SOL/ETH reversal amid memecoin fallout,The ratio of SOL to ETH is reversing course after reaching record highs in January amid memecoin scandals.
2025-04-25,"LIBRA, Solana drama: Meteora co-founder resigns, Jupiter begins probe","The launch of the LIBRA token has sparked controversy in the Solana ecosystem, seeing Meteora co-founder Ben Chow resign and Jupiter launch an investigation."
2025-04-25,Coinbase launches CFTC-regulated SOL futures in US,Regulated futures markets are an important step toward an eventual Solana ETF.
2025-04-25,Javier Milei risks impeachment after endorsing $107M Libra rug pull,The president of Argentina faces significant political pushback after a token he endorsed became a financial catastrophe for investors.
2025-04-25,Virtuals Protocol revenue down 97% as AI agent demand fades,AI agents platform Virtuals Protocol has seen its popularity dwindle and its performance stats decline across the board.
2025-04-25,Binance is not ‘dumping’ Solana and other token holdings — Spokesperson,"“Binance hasn’t ‘dumped’ or ‘sold’ large amounts of tokens as some tweets have wrongly claimed,” a Binance spokesperson told Cointelegraph."
2025-04-25,Chicago Mercantile Exchange Group to launch Solana futures on March 17,The announcement came amid a downturn in the crypto markets and caused a spike in SOL’s price as markets struggle to recover lost ground.
2025-04-25,"Bitcoin, ETH, XRP, SOL, ADA charts versus US crypto reserve rumors — Which to trade?","Bitcoin and the altcoins selected for the US crypto strategic reserve could stay range-bound in the short term, barring a blockbuster announcement on March 7."
2025-04-25,"Price analysis 3/7: BTC, ETH, XRP, BNB, SOL, ADA, DOGE, PI, HBAR, LINK","Bitcoin is trying to form a higher low at $85,000, but the recovery attempt faces stiff resistance at $90,000, signaling a tough battle between the bulls and the bears."
2025-04-25,4 reasons why Solana (SOL) price could rally back to $180,"Solana price has been in a slump, but the factors keeping SOL down are endemic to the entire crypto market. Will a rising tide lift all boats?"
2025-04-25,"Solana down 29% in 2025 despite liquidity surge, US crypto stockpile inclusion","Despite being one of three altcoins to be included in President Trump’s Digital Asset Stockpile, Solana continues its price decline."
2025-04-25,"Unichain, Berachain lead blockchain growth in past month — Nansen","Uniswap L2 Unichain’s DEX volume has been the third-highest in the industry in the past 30 days, according to Nansen data."
2025-04-25,"Price analysis 3/10: SPX, DXY, BTC, ETH, XRP, BNB, SOL, DOGE, ADA, PI","Bitcoin risks a fall below the critical $78,258 support, opening the doors for a further fall to $73,777."
2025-04-25,"4 things must happen before Ethereum can reclaim $2,600","Ether's future depends on network upgrades, usage growth, supply decline, and improved layer-2 interoperability."
2025-04-25,Solana revenue slumps 93% from January high after memecoin bubble bursts,"Solana weekly revenue was down to just $4 million last week, after peaking at $55 million during the height of the memecoin frenzy in January."
2025-04-25,The strategic crypto reserve will fuel ecosystem growth,"The US strategic crypto reserve featuring Bitcoin, Ether, XRP, Solana and Cardano legitimizes these platforms, enabling ecosystem growth, investment and innovation across DeFi, infrastructure and blockchain gaming."
2025-04-25,Meteora says co-founder’s X account hacked after ‘parasitic’ memecoin post,Meteora claims Ben Chow’s X account was hacked after it posted accusations against memecoin founders.
2025-04-25,Solana DEX volumes still rival Ethereum’s despite memecoin meltdown: VanEck,Solana trading volumes briefly topped the entire Ethereum ecosystem’s in February.
2025-04-25,Cboe seeks to add staking to Fidelity’s Ether ETF,The filing is the latest effort by a US exchange to integrate staking into Ether ETFs.
2025-04-25,Cboe BZX files Solana ETF application on behalf of Franklin Templeton,The filing encourages the federal agency to allow SOL staking for additional rewards.
2025-04-25,Banks acting as validators risks centralization — Everstake exec,New US regulatory guidance clarifies that banks can act as validators for proof-of-stake networks.
2025-04-25,3 reasons why Ethereum can outperform its rivals after crashing to 17-month lows,"Ether’s price recovery depends on macro conditions, but its improving onchain metrics mean it is well-positioned to reclaim $2,500 in the near future."
2025-04-25,Solana price bottom below $100? Death cross hints at 30% drop,"Solana price could drop as low as $80 if the bulls fail to defend the last support level between $125 and $110, following its ""death cross"" on the charts."
2025-04-25,Solana CME futures tip impending US ETF approvals — Exec,"Solana ETFs could offer retail investors an attractive alternative to Ether funds, Titan’s Chris Chung told Cointelegraph."
2025-04-25,Solana proposal to cut inflation rate by up to 80% fails to pass,Solana's SIMD-228 proposed to dynamically adjust Solana’s inflation rate based on staking participation.
2025-04-25,Hong Kong crypto payment firm RedotPay wraps $40M Series A funding round,"Direct crypto payments are gaining traction across Asia, with stablecoins emerging as natural payment rails for major economies."
2025-04-25,"Pump.fun memecoins are dying at record rates, less than 1% survive",Pump.fun memecoins are failing and they’re dragging Bitcoin along for the ride.
2025-04-25,"Price analysis 3/14: BTC, ETH, XRP, BNB, SOL, ADA, DOGE, PI, LEO, LINK","Bitcoin’s recovery near $85,000 shows solid buying at lower levels, signaling that the downside may be limited."
2025-04-25,"US House kills IRS DeFi broker rule, Solana won’t cut 80% inflation rate: Finance Redefined","House Financial Services Committee Chairman French Hill applauded the overturning of the DeFi broker rule, calling it “a clear example of government overreach” that threatened the country’s crypto development."
2025-04-25,"Price analysis 3/12: BTC, ETH, XRP, BNB, SOL, ADA, DOGE, PI, LEO, HBAR","Bitcoin’s bounce off $76,606 is facing selling near $85,000, but there are early signs that the selling pressure could be reducing, and a bottom may be nearby."
2025-04-25,"New MassJacker malware targets piracy users, steals crypto","CyberArk found nearly 780,000 wallets linked to the theft, though only 423 held any crypto at the time of the analysis."
2025-04-25,Telegram Mini App with millions of users migrate to Solana,Telegram’s exclusivity policy forces blockchain projects to migrate or adapt. A Mini App with over 80 million users chose Solana as its new home.
2025-04-25,Solana co-founder questions Trump’s crypto reserve despite SOL inclusion,"Solana co-founder Anatoly Yakovenko opposes a US national crypto reserve, warning that government control could undermine decentralization."
2025-04-25,"Price analysis 2/28: BTC, ETH, XRP, BNB, SOL, DOGE, ADA, LTC, LINK, AVAX",Bitcoin’s sharp recovery is proof that dip buyers remain active at lower levels. Will altcoins follow?
2025-04-25,SEC again delays Ether ETF options on Cboe,The agency has postponed a final ruling on the exchange’s proposal until May 2025.
2025-04-25,Solana rallies 16% after SOL RSI drops to 2023 low: Was that the bottom?,"Solana price may have bottomed at $125, but large SOL token locks starting on March 1 will be the deciding factor."
2025-04-25,Former Cardano CGO launches Solana’s first ‘native’ L2 to enhance scaling and performance,"Solana's rapid growth leads to congestion and rising fees, and this native layer-2 aims to futureproof the network’s adoption and long-term expansion."
2025-04-25,Solana down 45% since Trump token launch as memecoins divert liquidity,"The growing appetite for memecoins may be limiting Solana’s price performance, industry insiders told Cointelegraph."
2025-04-25,"President Trump says crypto reserve to include BTC, ETH, SOL, XRP, ADA",The president’s language surrounding a Bitcoin strategic reserve has shifted dramatically since his Bitcoin 2024 keynote address.
2025-04-25,"XRP, ADA, SOL go parabolic after Trump US crypto reserve post: Will other altcoins follow?","XRP, ADA and SOL rallied after President Trump’s post about a crypto strategic reserve. Will other altcoins latch on and rally too?"
2025-04-25,Bitcoin dominance drops below 50% as Trump touts crypto reserve plan,The inclusion of altcoins in Trump’s US Crypto Strategic Reserve announcement sent Bitcoin up 10% but dented its dominance over altcoins.
2025-04-25,"Trader profits $6.8M from BTC, ETH bets placed before Trump crypto reserve post",A trader banked $6.8 million from leveraged longs on Bitcoin and Ether. Many of those positions were exited shortly after US President Donald Trump confirmed crypto reserve plans.
2025-04-25,"ADA, SOL, XRP rally after Trump’s crypto reserve announcement","While the idea of a reserve had been floated before, this marked the first time specific altcoins were highlighted, analysts told Cointelegraph."
2025-04-25,"Reaction to Trump’s crypto reserve: ‘Short-term optimism, long-term caution’","A US crypto reserve could offer “cover” to institutional investors, like pension funds, which have been hesitant to invest in crypto."
2025-04-25,"Trump’s crypto reserve plan faces Congress vote, may limit rally","The crypto market surged after Trump’s reserve announcement, but analysts warned the rally may be temporary as regulatory hurdles remain."
2025-04-25,"Trump crypto strategic reserve coins ‘ADA, XRP, SOL’ dump, Bitcoin follows","ADA, XRP and SOL are seeing profit booking just a day after rallying following President Trump’s US strategic crypto reserve announcement. Is the market headed toward new lows?"
2025-04-25,FTX and Alameda wallets unstake $431M in SOL,"FTX and Alameda unstaked 3 million Solana tokens worth $431 million, marking their largest SOL unlock since November 2023."
2025-04-25,Solana upgrades will strengthen network but squeeze validators — VanEck,The network’s planned upgrades are sparking debate amid concerns over validators’ revenues.
2025-04-25,Pump.fun volume drops by 63% in February,"Despite hitting its lowest trading volume since October, Pump.fun’s February figures still rank as the fourth-highest since its launch in 2024."
